num_pages,total_words,total_characters,avg_sentence_length,header_count,footer_count,table_count,image_count,signature_count,stamp_count,person_count,org_count,location_count,date_count,money_count,court_count,judge_count,law_count,case_number_count,aadhaar_count,pan_count,passport_count,driving_license_count,voter_id_count,email_count,phone_count,address_count,bank_account_count,credit_card_count,ifsc_count,upi_count,language_encoded,is_encrypted,has_digital_signature,has_producer,has_author,document_type_encoded,critical_count,high_count,medium_count,low_count,avg_confidence,max_confidence,pii_density,entity_density,risk_density,critical_ratio,avg_entities_per_page,avg_pii_per_page,doc_length_category,contains_gov_id,contains_financial_data,contains_legal_terms,contains_personal_data,document_type,sensitivity_label
1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,Real,Public
1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,Real,Public
6,2389,11945,13.46,2,1,0,0,2,1,5,5,0,5,0,0,0,2,0,0,0,0,0,0,2,3,3,0,0,0,0,1,0,1,1,0,1,0,0,10,15,0.8455,0.8525,3.3487,10.4646,10.4646,0.0,4.1667,1.3333,3,0,0,1,1,NDA,Confidential
2,1579,6316,16.49,4,2,0,0,1,1,5,2,0,4,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,1,0,1,1,0,0,6,11,0.7427,0.8241,3.7999,10.7663,10.7663,0.0,8.5,3.0,2,0,0,0,1,NDA,Confidential
6,2192,13152,19.81,4,2,0,0,2,1,3,4,0,7,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,1,0,0,6,14,0.8225,0.8866,2.281,9.1241,9.1241,0.0,3.3333,0.8333,3,0,0,1,1,NDA,Confidential
4,2570,10280,16.36,3,3,0,0,1,1,3,3,0,1,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,1,0,0,1,0,0,8,7,0.6523,0.7289,2.3346,5.8366,5.8366,0.0,3.75,1.5,3,0,0,1,1,NDA,Confidential
2,2163,6489,23.71,3,2,0,0,0,1,3,2,0,5,3,0,0,2,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,1,0,1,0,0,12,10,0.8268,0.8403,3.2362,10.1711,10.1711,0.0,11.0,3.5,3,0,1,1,1,NDA,Confidential
7,2105,12630,20.63,3,3,0,0,1,1,6,5,0,7,1,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,1,1,1,1,0,0,9,18,0.9461,1.0,2.8504,12.8266,12.8266,0.0,3.8571,0.8571,3,0,1,1,1,NDA,Confidential
2,3453,20718,20.12,2,3,0,0,3,2,7,2,0,6,0,0,0,3,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,1,1,1,1,0,0,10,15,0.7305,0.8765,2.0272,7.2401,7.2401,0.0,12.5,3.5,3,0,0,1,1,NDA,Confidential
7,3203,19218,16.29,3,3,0,0,3,1,4,4,0,6,1,0,0,2,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,0,1,0,0,10,14,0.8797,0.9652,2.1855,7.493,7.493,0.0,3.4286,1.0,3,0,1,1,1,NDA,Confidential
5,1853,9265,19.16,3,3,0,0,2,1,6,3,0,7,2,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,1,1,0,1,0,0,10,16,0.6619,0.7317,3.238,14.0313,14.0313,0.0,5.2,1.2,2,0,1,1,1,NDA,Confidential
5,1069,6414,14.86,3,2,0,0,1,2,5,3,0,5,2,0,0,4,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,1,1,1,1,0,0,12,13,0.9677,1.0,5.6127,23.3863,23.3863,0.0,5.0,1.2,2,0,1,1,1,NDA,Confidential
3,3829,15316,11.53,5,2,0,0,1,2,3,3,0,6,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1,1,0,1,0,0,6,12,0.665,0.7212,1.3058,4.701,4.701,0.0,6.0,1.6667,3,0,0,1,1,NDA,Confidential
5,2547,10188,19.04,3,2,0,0,3,1,9,3,0,7,2,0,0,4,0,0,0,0,0,0,2,1,3,0,0,0,0,1,0,1,1,0,1,0,0,12,19,0.743,0.7607,2.3557,12.1712,12.1712,0.0,6.2,1.2,3,0,1,1,1,NDA,Confidential
7,3662,18310,15.38,3,2,0,0,1,2,5,4,0,4,1,0,0,4,0,0,0,0,0,0,3,2,1,0,0,0,0,2,0,1,1,0,1,0,0,11,13,0.6801,0.728,1.6384,6.5538,6.5538,0.0,3.4286,0.8571,3,0,1,1,1,NDA,Confidential
7,4030,16120,19.02,4,3,0,0,2,0,6,1,0,4,1,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,1,1,1,1,0,0,11,11,0.9756,1.0,1.4888,5.4591,5.4591,0.0,3.1429,0.8571,3,0,1,1,1,NDA,Confidential
7,2118,10590,18.35,2,2,0,0,3,1,3,4,0,1,1,0,0,2,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,1,0,1,0,0,10,8,0.8226,0.917,3.305,8.4986,8.4986,0.0,2.5714,1.0,3,0,1,1,1,NDA,Confidential
7,2154,10770,25.38,4,3,0,0,1,2,8,4,0,9,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,0,1,1,0,0,5,21,0.6587,0.7152,2.3213,12.0706,12.0706,0.0,3.7143,0.7143,3,0,0,0,1,NDA,Confidential
6,1622,8110,23.3,1,1,0,0,2,1,5,3,0,6,1,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,8,14,0.9049,0.9829,1.8496,13.5635,13.5635,0.0,3.6667,0.5,2,0,1,1,1,NDA,Confidential
8,2636,10544,24.67,3,0,0,0,2,0,6,4,0,5,2,0,0,3,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,1,1,0,0,10,15,0.9558,1.0,1.8968,9.4841,9.4841,0.0,3.125,0.625,3,0,1,1,1,NDA,Confidential
4,1168,4672,10.83,3,1,0,0,3,1,4,3,0,7,1,0,0,4,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,1,1,0,0,9,14,0.9138,1.0,3.4247,19.6918,19.6918,0.0,5.75,1.0,2,0,1,1,1,NDA,Confidential
5,3181,19086,5.72,2,2,0,0,0,1,3,2,0,6,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,1,1,0,0,7,11,0.7198,0.7689,1.5718,5.6586,5.6586,0.0,3.6,1.0,3,0,1,1,1,NDA,Confidential
8,3205,12820,15.04,4,1,0,0,1,0,4,4,0,5,3,0,0,3,0,0,0,0,0,0,1,3,3,0,0,0,0,1,0,1,1,0,1,0,0,13,13,0.7854,0.9328,2.1841,8.1123,8.1123,0.0,3.25,0.875,3,0,1,1,1,NDA,Confidential
3,2309,11545,13.48,1,2,0,0,3,1,2,2,0,7,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,1,0,1,0,0,8,11,0.8258,0.8336,2.1654,8.2287,8.2287,0.0,6.3333,1.6667,3,0,0,1,1,NDA,Confidential
3,2192,10960,19.69,3,3,0,0,3,1,6,2,0,7,0,0,0,2,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,1,1,0,1,0,0,8,15,0.8695,0.948,2.7372,10.4927,10.4927,0.0,7.6667,2.0,3,0,0,1,1,NDA,Confidential
4,3197,9591,23.72,3,3,0,0,4,1,3,4,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,4,11,0.945,1.0,0.0,4.6919,4.6919,0.0,3.75,0.0,3,0,1,1,1,NDA,Internal
4,1820,10920,20.07,2,3,0,0,2,1,6,2,0,5,1,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,1,0,1,0,0,8,13,0.8425,0.9026,2.7473,11.5385,11.5385,0.0,5.25,1.25,2,0,1,1,1,NDA,Confidential
9,3023,12092,17.37,5,1,0,0,2,1,4,3,0,3,3,0,0,2,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,1,1,0,1,0,0,12,10,0.9371,1.0,2.3156,7.2775,7.2775,0.0,2.4444,0.7778,3,0,1,1,1,NDA,Confidential
2,3724,14896,16.85,3,0,0,0,2,2,4,3,0,3,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,1,0,0,6,10,0.7088,0.853,1.0741,4.2965,4.2965,0.0,8.0,2.0,3,0,0,1,1,NDA,Confidential
6,2285,4570,23.46,3,4,0,0,1,1,2,6,0,5,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,1,1,1,0,0,6,13,0.9344,1.0,2.1882,8.3151,8.3151,0.0,3.1667,0.8333,3,0,0,1,1,NDA,Confidential
2,1878,11268,12.59,3,2,0,0,1,1,2,5,0,7,1,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,1,1,1,0,0,9,14,0.7186,0.7226,3.1949,12.2471,12.2471,0.0,11.5,3.0,2,0,1,1,1,NDA,Confidential
6,2761,11044,20.0,3,2,1,0,3,0,1,4,0,5,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,0,1,0,0,8,10,0.7903,0.7937,1.4488,6.5194,6.5194,0.0,3.0,0.6667,3,0,0,1,1,NDA,Confidential
6,1132,5660,26.33,3,2,0,0,2,1,1,4,0,5,0,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,1,1,1,0,0,7,10,0.8212,0.8282,4.417,15.0177,15.0177,0.0,2.8333,0.8333,2,0,0,1,1,NDA,Confidential
7,2914,11656,18.61,2,3,0,0,3,1,3,3,0,3,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,8,9,0.6852,0.6965,0.6863,5.8339,5.8339,0.0,2.4286,0.2857,3,0,1,1,1,NDA,Confidential
5,3917,19585,20.8,2,2,0,0,1,1,3,5,0,6,2,0,0,2,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,1,1,0,1,0,0,10,14,0.723,0.8712,1.5318,6.1271,6.1271,0.0,4.8,1.2,3,0,1,1,1,NDA,Confidential
7,2844,14220,15.61,3,2,0,0,2,1,4,3,0,2,1,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,1,1,1,1,0,0,7,9,0.828,0.9466,1.7581,5.6259,5.6259,0.0,2.2857,0.7143,3,0,1,1,1,NDA,Confidential
7,1312,5248,12.98,3,1,0,0,2,2,5,4,0,5,0,0,0,4,0,0,1,0,0,0,3,0,3,0,0,0,0,1,1,1,0,0,1,0,1,10,14,0.7768,0.8787,5.3354,19.0549,19.0549,0.0,3.5714,1.0,2,0,0,1,1,NDA,Confidential
3,3287,19722,15.15,2,3,0,0,4,1,4,3,0,6,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,1,1,0,0,5,13,0.7239,0.8044,1.2169,5.4761,5.4761,0.0,6.0,1.3333,3,0,0,1,1,NDA,Confidential
8,3937,23622,30.63,3,2,0,0,1,1,3,3,0,6,3,0,0,2,0,0,0,0,0,0,2,2,4,0,0,0,0,1,0,1,1,0,1,0,0,13,12,0.7381,0.8699,2.032,6.35,6.35,0.0,3.125,1.0,3,0,1,1,1,NDA,Confidential
4,2973,14865,18.23,3,3,0,0,2,2,6,4,0,6,1,0,0,1,0,0,0,0,0,0,3,2,3,0,0,0,0,1,0,1,1,0,1,0,0,10,16,0.9073,0.9233,2.6909,8.7454,8.7454,0.0,6.5,2.0,3,0,1,1,1,NDA,Confidential
5,3762,15048,15.22,3,4,0,0,2,1,4,3,0,6,0,0,0,3,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,1,0,1,0,0,8,13,0.704,0.8232,1.3291,5.5821,5.5821,0.0,4.2,1.0,3,0,0,1,1,NDA,Confidential
9,1683,5049,25.22,3,2,0,0,1,0,5,3,0,4,1,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,1,0,1,1,0,0,8,12,0.9366,1.0,3.5651,11.8835,11.8835,0.0,2.2222,0.6667,2,0,1,1,1,NDA,Confidential
6,2858,8574,15.74,2,2,0,0,2,0,5,4,0,5,0,0,0,2,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,1,1,0,1,0,0,9,14,0.9074,0.9133,2.4493,8.0476,8.0476,0.0,3.8333,1.1667,3,0,0,1,1,NDA,Confidential
1,1726,6904,20.86,5,3,0,0,0,1,4,3,0,3,0,0,0,1,0,0,0,0,0,0,4,2,2,0,0,0,0,1,0,0,0,1,1,0,0,9,10,0.959,0.9668,4.635,11.0081,11.0081,0.0,19.0,8.0,2,0,0,1,1,NDA,Confidential
9,2786,16716,32.83,2,3,0,0,2,2,5,4,0,4,1,0,0,2,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,1,0,0,1,0,0,10,13,0.8646,0.8945,2.5126,8.2556,8.2556,0.0,2.5556,0.7778,3,0,1,1,1,NDA,Confidential
5,2098,10490,11.73,4,2,0,0,4,1,4,4,0,5,0,0,0,4,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,1,0,1,0,0,9,13,0.95,0.977,2.3832,10.4862,10.4862,0.0,4.4,1.0,3,0,0,1,1,NDA,Confidential
6,2267,9068,7.52,2,0,0,0,2,1,1,3,0,5,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,1,0,1,0,0,8,9,0.8832,0.9083,2.2056,7.4989,7.4989,0.0,2.8333,0.8333,3,0,0,1,1,NDA,Confidential
6,3178,12712,18.05,3,2,0,0,1,1,6,4,0,5,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,1,0,1,1,0,0,8,15,0.9641,1.0,1.888,7.2373,7.2373,0.0,3.8333,1.0,3,0,1,1,1,NDA,Confidential
5,3369,16845,15.76,5,3,0,0,3,1,0,6,0,3,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,1,1,1,1,0,0,8,9,0.8674,0.9265,1.4841,5.046,5.046,0.0,3.4,1.0,3,0,0,1,1,NDA,Confidential
5,1883,9415,12.86,4,2,0,0,1,2,5,4,0,4,2,0,0,3,0,0,0,0,0,0,2,2,3,0,0,0,0,1,0,1,1,1,1,0,0,12,13,0.8795,0.9378,3.7175,13.2767,13.2767,0.0,5.0,1.4,2,0,1,1,1,NDA,Confidential
2,2257,6771,29.64,1,3,0,0,2,2,1,2,0,5,1,0,0,2,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0,1,0,0,1,0,0,10,8,0.656,0.6854,3.1015,7.9752,7.9752,0.0,9.0,3.5,3,0,1,1,1,NDA,Confidential
6,2298,9192,17.2,2,0,0,0,1,0,5,3,0,6,3,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,8,14,0.6853,0.7704,1.3055,9.5735,9.5735,0.0,3.6667,0.5,3,0,1,1,1,NDA,Confidential
8,2440,9760,22.01,4,3,0,0,2,0,3,3,0,6,1,0,0,3,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,1,1,0,1,0,0,10,12,0.7991,0.8871,2.459,9.0164,9.0164,0.0,2.75,0.75,3,0,1,1,1,NDA,Confidential
4,2919,14595,23.52,2,0,0,0,0,1,3,3,0,6,1,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,9,12,0.7405,0.7524,2.0555,7.1942,7.1942,0.0,5.25,1.5,3,0,1,1,1,NDA,Confidential
4,1688,6752,20.79,3,1,1,0,0,1,3,2,0,5,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,5,10,0.7986,0.912,1.1848,8.8863,8.8863,0.0,3.75,0.5,2,0,0,1,1,NDA,Confidential
5,3551,14204,16.81,2,1,0,0,2,1,2,2,0,2,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,3,0,1,1,1,1,0,0,10,6,0.7976,0.8877,1.6897,4.5058,4.5058,0.0,3.2,1.2,3,0,1,1,1,NDA,Confidential
7,2525,12625,16.87,4,2,0,0,1,1,5,3,0,4,1,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,2,0,1,1,0,1,0,0,8,12,0.9024,0.9286,2.3762,7.9208,7.9208,0.0,2.8571,0.8571,3,0,1,1,1,NDA,Confidential
5,479,1916,17.69,2,2,0,0,2,1,4,3,0,3,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,7,10,0.7289,0.7502,8.3507,35.4906,35.4906,0.0,3.4,0.8,1,0,1,1,1,NDA,Confidential
4,1935,7740,22.39,2,3,0,0,1,1,5,2,0,5,2,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,1,1,1,0,0,8,12,0.7357,0.8497,2.0672,10.3359,10.3359,0.0,5.0,1.0,2,0,1,1,1,NDA,Confidential
7,2587,15522,12.4,3,2,0,0,1,0,2,2,0,5,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,1,0,0,6,9,0.9476,1.0,1.5462,5.7982,5.7982,0.0,2.1429,0.5714,3,0,0,1,1,NDA,Confidential
8,3472,10416,21.4,4,1,0,0,2,1,5,4,0,4,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,1,0,1,0,0,7,13,0.9022,0.942,1.1521,5.7604,5.7604,0.0,2.5,0.5,3,0,1,1,1,NDA,Confidential
7,2986,14930,16.95,2,2,0,0,2,2,7,2,0,4,2,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,1,0,1,0,0,11,13,0.8523,0.9938,1.6745,8.0375,8.0375,0.0,3.4286,0.7143,3,0,1,1,1,NDA,Confidential
4,2235,11175,17.53,4,2,0,0,3,1,4,3,0,2,2,0,0,3,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,1,1,0,1,0,0,11,9,0.9274,1.0,2.6846,8.9485,8.9485,0.0,5.0,1.5,3,0,1,1,1,NDA,Confidential
5,4340,21700,11.0,4,2,0,0,2,1,6,1,0,5,2,0,0,2,0,0,0,0,0,0,4,2,2,0,0,0,0,1,0,1,1,1,1,0,0,12,12,0.9087,0.9918,1.8433,5.53,5.53,0.0,4.8,1.6,3,0,1,1,1,NDA,Confidential
2,1615,6460,18.63,2,4,0,0,4,1,3,2,0,3,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,1,0,0,7,8,0.9156,0.9561,2.4768,9.2879,9.2879,0.0,7.5,2.0,2,0,0,1,1,NDA,Confidential
4,2494,14964,12.62,3,3,0,0,1,1,7,4,0,4,1,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,1,0,1,0,0,8,15,0.7767,0.8625,2.0048,9.2221,9.2221,0.0,5.75,1.25,3,0,1,1,1,NDA,Confidential
2,2779,11116,5.0,3,2,0,0,2,1,1,2,0,4,2,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,1,0,1,0,0,9,7,0.6947,0.8074,1.7992,5.7575,5.7575,0.0,8.0,2.5,3,0,1,1,1,NDA,Confidential
5,2783,13915,18.44,1,1,0,0,4,1,4,2,0,3,1,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,7,9,0.7359,0.8455,1.4373,5.7492,5.7492,0.0,3.2,0.8,3,0,1,1,1,NDA,Confidential
3,2954,17724,17.59,3,2,0,0,3,1,1,5,0,5,4,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,1,0,0,11,11,0.8708,0.9401,1.3541,7.4475,7.4475,0.0,7.3333,1.3333,3,0,1,1,1,NDA,Confidential
3,3916,15664,20.56,2,2,0,0,3,1,2,2,0,5,2,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,8,9,0.6715,0.7411,1.2768,4.3412,4.3412,0.0,5.6667,1.6667,3,0,1,1,1,NDA,Confidential
5,3205,16025,22.91,3,1,0,0,2,2,2,3,0,7,2,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,1,0,1,1,0,0,11,12,0.9746,0.9957,1.8721,7.1763,7.1763,0.0,4.6,1.2,3,0,1,1,1,NDA,Confidential
6,2063,6189,16.72,4,3,0,0,2,1,3,3,0,7,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,0,0,6,13,0.9438,0.9557,1.4542,9.2099,9.2099,0.0,3.1667,0.5,3,0,1,1,1,NDA,Confidential
3,2977,11908,14.69,2,1,0,0,2,0,5,3,0,9,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,1,1,0,0,7,17,0.9277,0.9984,1.0077,8.0618,8.0618,0.0,8.0,1.0,3,0,1,1,1,NDA,Confidential
1,2530,12650,21.34,4,1,0,0,3,2,4,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,1,0,0,8,10,0.8349,0.8515,1.9763,7.1146,7.1146,0.0,18.0,5.0,3,0,0,1,1,NDA,Confidential
2,678,2712,19.7,2,3,0,0,2,1,4,4,0,6,1,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,1,1,0,0,7,14,0.8047,0.8499,5.8997,30.9735,30.9735,0.0,10.5,2.0,2,0,1,1,1,NDA,Confidential
4,1215,6075,21.21,3,3,0,0,1,1,6,4,0,3,0,0,0,2,0,0,0,0,0,0,2,2,3,0,0,0,0,1,0,1,1,0,1,0,0,9,13,0.792,0.8395,5.7613,18.107,18.107,0.0,5.5,1.75,2,0,0,1,1,NDA,Confidential
8,2218,11090,29.45,3,3,0,0,1,1,6,3,0,9,0,0,0,2,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0,1,1,0,1,0,0,9,18,0.6651,0.6861,3.156,12.1731,12.1731,0.0,3.375,0.875,3,0,0,1,1,NDA,Confidential
5,2324,9296,19.34,2,2,0,0,1,1,0,3,0,3,1,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,9,6,0.8817,1.0,1.2909,6.4544,6.4544,0.0,3.0,0.6,3,0,1,1,1,NDA,Confidential
4,1978,7912,25.61,1,1,0,0,2,1,1,1,0,7,1,0,0,1,0,0,0,0,0,0,2,2,4,0,0,0,0,1,0,1,1,0,1,0,0,10,9,0.8706,0.9724,4.0445,9.6057,9.6057,0.0,4.75,2.0,2,0,1,1,1,NDA,Confidential
